Exercise,DifficultyLevel,TargetMuscleGroup,PrimaryEquipment,#PrimaryItems,SecondaryEquipment,#SecondaryItems,BodyRegion,ForceType,PrimaryExerciseClassification
Clubbell Torch Press,Novice,Shoulders,Clubbell,1.0,,0.0,Upper Body,Push,Unsorted*
Single Arm Clubbell Torch Press,Novice,Shoulders,Clubbell,1.0,,0.0,Upper Body,Push,Unsorted*
Double Clubbell Torch Press,Novice,Shoulders,Clubbell,2.0,,0.0,Upper Body,Push,Unsorted*
Barbell Conventional Deadlift,Novice,Back,Barbell,1.0,,0.0,Full Body,Pull,Powerlifting
Barbell Sumo Deadlift,Novice,Back,Barbell,1.0,,0.0,Full Body,Pull,Powerlifting
Barbell Rack Pull,Novice,Back,Barbell,1.0,,0.0,Full Body,Pull,Bodybuilding
Barbell Snatch Grip Deadlift,Intermediate,Back,Barbell,1.0,,0.0,Full Body,Pull,Bodybuilding
Alternating Double Clubbell Torch Press,Novice,Shoulders,Clubbell,2.0,,0.0,Upper Body,Push,Unsorted*
Stability Ball Hyperextension,Novice,Back,Stability Ball,1.0,,0.0,Unsorted*,Unsorted*,Unsorted*
Barbell Seated Good Morning,Intermediate,Back,Barbell,1.0,Bench (Flat),1.0,Unsorted*,Unsorted*,Bodybuilding
Barbell Good Morning,Intermediate,Back,Barbell,1.0,,0.0,Unsorted*,Unsorted*,Bodybuilding
Bodyweight Wall Sit,Beginner,Quadriceps,Bodyweight,1.0,,0.0,Lower Body,Other,Unsorted*
Bodyweight Wall Slide Squat,Beginner,Quadriceps,Bodyweight,1.0,,0.0,Lower Body,Push,Unsorted*
Stability Ball Wall Slide Squat,Beginner,Quadriceps,Stability Ball,1.0,,0.0,Lower Body,Push,Unsorted*
Suspension Squat,Beginner,Quadriceps,Suspension Trainer,1.0,,0.0,Lower Body,Push,Unsorted*
Suspension Alternating Reverse Lunge,Beginner,Quadriceps,Suspension Trainer,1.0,,0.0,Lower Body,Push,Bodybuilding
Bodyweight Squat to Bench,Beginner,Quadriceps,Bodyweight,1.0,Bench (Flat),1.0,Lower Body,Push,Calisthenics
Bodyweight Squat,Beginner,Quadriceps,Bodyweight,1.0,,0.0,Lower Body,Push,Calisthenics
Bodyweight Hand Assisted Split Squat,Beginner,Quadriceps,Bodyweight,1.0,,0.0,Lower Body,Push,Bodybuilding
Bodyweight Walking Lunge,Beginner,Quadriceps,Bodyweight,1.0,,0.0,Lower Body,Push,Bodybuilding
Dumbbell Goblet Squat,Beginner,Quadriceps,Dumbbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Miniband Romanian Deadlift,Beginner,Hamstrings,Miniband,1.0,,0.0,Lower Body,Pull,Bodybuilding
Superband Resisted Skater Jump,Intermediate,Abductors,Superband,1.0,,0.0,Lower Body,Push,Plyometric
Cable Prone Single Leg Hamstring Curl,Beginner,Hamstrings,Cable,1.0,,0.0,Lower Body,Pull,Bodybuilding
Bodyweight Candlestick Roll Up Tuck Jump,Intermediate,Glutes,Bodyweight,1.0,,0.0,Unsorted*,Unsorted*,Plyometric
Single Arm Clubbell Front Flag Press,Novice,Shoulders,Clubbell,1.0,,0.0,Upper Body,Push,Unsorted*
Double Clubbell Front Flag Press,Novice,Shoulders,Clubbell,2.0,,0.0,Upper Body,Push,Unsorted*
Barbell Block Pull Deadlift,Novice,Back,Barbell,1.0,,0.0,Full Body,Pull,Bodybuilding
Barbell Box Back Squat,Novice,Quadriceps,Barbell,1.0,Plyo Box,1.0,Lower Body,Push,Unsorted*
Barbell Deficit Deadlift,Intermediate,Back,Barbell,1.0,,0.0,Full Body,Pull,Bodybuilding
Barbell Front Rack Squat,Intermediate,Quadriceps,Barbell,1.0,,0.0,Lower Body,Push,Olympic Weightlifting
Barbell Glute Bridge,Novice,Glutes,Barbell,1.0,,0.0,Lower Body,Unsorted*,Bodybuilding
Barbell Halting Deadlift,Novice,Back,Barbell,1.0,,0.0,Full Body,Pull,Bodybuilding
Barbell High Bar Back Squat,Novice,Quadriceps,Barbell,1.0,,0.0,Lower Body,Push,Unsorted*
Barbell Low Bar Back Squat,Intermediate,Quadriceps,Barbell,1.0,,0.0,Lower Body,Push,Powerlifting
Alternating Double Clubbell Front Flag Press,Novice,Shoulders,Clubbell,2.0,,0.0,Upper Body,Push,Unsorted*
Barbell Power Clean,Expert,Glutes,Barbell,1.0,,0.0,Full Body,Unsorted*,Olympic Weightlifting
Barbell Power Snatch,Expert,Glutes,Barbell,1.0,,0.0,Full Body,Unsorted*,Olympic Weightlifting
Double Indian Club Lateral Internal and External Rotations,Novice,Shoulders,Indian Club,2.0,,0.0,Upper Body,Unsorted*,Mobility
Barbell Romanian Deadlift,Novice,Hamstrings,Barbell,1.0,,0.0,Lower Body,Pull,Bodybuilding
Single Arm Indian Club Lateral Internal and External Rotation,Novice,Shoulders,Indian Club,1.0,,0.0,Upper Body,Unsorted*,Mobility
Barbell Back Rack Split Squat,Novice,Quadriceps,Barbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Barbell Stiff Legged Deadlift,Novice,Hamstrings,Barbell,1.0,,0.0,Lower Body,Pull,Bodybuilding
Barbell Sumo Back Squat,Novice,Glutes,Barbell,1.0,,0.0,Lower Body,Push,Unsorted*
Bodyweight Pistol Squat,Advanced,Quadriceps,Bodyweight,1.0,,0.0,Lower Body,Push,Calisthenics
Bodyweight Skater Squat,Intermediate,Quadriceps,Bodyweight,1.0,,0.0,Lower Body,Push,Calisthenics
Cable Pull Through,Beginner,Glutes,Cable,1.0,,0.0,Lower Body,Unsorted*,Bodybuilding
Double Dumbbell Suitcase Bulgarian Split Squat,Intermediate,Quadriceps,Dumbbell,2.0,Bench (Flat),1.0,Lower Body,Push,Bodybuilding
Double Dumbbell Suitcase Step Up,Novice,Quadriceps,Dumbbell,2.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Double Dumbbell Suitcase Deficit Split Squat,Novice,Quadriceps,Dumbbell,2.0,,0.0,Lower Body,Push,Bodybuilding
Double Dumbbell Suitcase Alternating Forward Lunge,Novice,Quadriceps,Dumbbell,2.0,,0.0,Lower Body,Push,Bodybuilding
Double Dumbbell Suitcase Alternating Reverse Lunge,Novice,Quadriceps,Dumbbell,2.0,,0.0,Lower Body,Push,Bodybuilding
Double Indian Club Overhead Arm Circles,Novice,Shoulders,Indian Club,2.0,,0.0,Upper Body,Other,Mobility
Double Dumbbell Suitcase Split Squat,Novice,Quadriceps,Dumbbell,2.0,,0.0,Lower Body,Push,Bodybuilding
Double Dumbbell Front Rack Alternating Step Up,Novice,Quadriceps,Dumbbell,2.0,Plyo Box,1.0,Lower Body,Push,Bodybuilding
Bodyweight Face the Wall Squat,Beginner,Quadriceps,Bodyweight,1.0,,0.0,Lower Body,Push,Unsorted*
Bodyweight Feet Elevated Glute Bridge,Novice,Glutes,Bodyweight,1.0,Bench (Flat),1.0,Lower Body,Unsorted*,Bodybuilding
Slider Single Arm Kettlebell Bottoms Up Front Rack Contralateral Reverse Lunge,Intermediate,Quadriceps,Sliders,1.0,Kettlebell,1.0,Lower Body,Push,Bodybuilding
Slider Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Reverse Lunge,Intermediate,Quadriceps,Sliders,1.0,Kettlebell,1.0,Lower Body,Push,Bodybuilding
Slider Single Arm Kettlebell Overhead Contralateral Reverse Lunge,Intermediate,Quadriceps,Sliders,1.0,Kettlebell,1.0,Lower Body,Push,Bodybuilding
Slider Single Arm Kettlebell Overhead Ipsilateral Reverse Lunge,Intermediate,Quadriceps,Sliders,1.0,Kettlebell,1.0,Lower Body,Push,Bodybuilding
Slider Single Arm Kettlebell Bottoms Up Overhead Contralateral Reverse Lunge,Advanced,Quadriceps,Sliders,1.0,Kettlebell,1.0,Lower Body,Push,Bodybuilding
Slider Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Reverse Lunge,Advanced,Quadriceps,Sliders,1.0,Kettlebell,1.0,Lower Body,Push,Bodybuilding
Slider Kettlebell Goblet Reverse Lunge,Novice,Quadriceps,Sliders,1.0,Kettlebell,1.0,Lower Body,Push,Bodybuilding
Miniband Thigh Monster Walk,Beginner,Abductors,Miniband,1.0,,0.0,Lower Body,Other,Bodybuilding
Bodyweight Quadruped Hip Extension,Beginner,Glutes,Bodyweight,1.0,,0.0,Lower Body,Unsorted*,Unsorted*
Suspension Pistol Squat,Intermediate,Quadriceps,Suspension Trainer,1.0,,0.0,Lower Body,Push,Balance
Suspension Skater Squat,Novice,Quadriceps,Suspension Trainer,1.0,,0.0,Lower Body,Push,Balance
Bodyweight Tuck Jump,Novice,Quadriceps,Bodyweight,1.0,,0.0,Lower Body,Unsorted*,Plyometric
Bodyweight Alternating Single Leg Wall Sit,Novice,Quadriceps,Bodyweight,1.0,,0.0,Lower Body,Other,Unsorted*
Bodyweight Single Leg Romanian Deadlift Jump,Intermediate,Hamstrings,Bodyweight,1.0,,0.0,Lower Body,Other,Plyometric
Double Dumbbell Overhead Walking Lunge,Intermediate,Quadriceps,Dumbbell,2.0,,0.0,Lower Body,Push,Bodybuilding
Stability Ball Double Dumbbell Suitcase Bulgarian Split Squat,Intermediate,Quadriceps,Stability Ball,1.0,Dumbbell,2.0,Lower Body,Push,Bodybuilding
Bodyweight Reverse Nordic,Intermediate,Quadriceps,Bodyweight,1.0,,0.0,Lower Body,Unsorted*,Unsorted*
Bodyweight Alternating Lateral Bench Jump,Novice,Glutes,Bodyweight,1.0,Bench (Flat),1.0,Lower Body,Unsorted*,Plyometric
Single Arm Dumbbell Front Rack Squat,Novice,Quadriceps,Dumbbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Bodyweight Skater Jump,Intermediate,Abductors,Bodyweight,1.0,,0.0,Lower Body,Push,Plyometric
Slider Single Arm Dumbbell Front Rack Contralateral Reverse Lunge,Novice,Quadriceps,Sliders,1.0,Dumbbell,1.0,Lower Body,Push,Bodybuilding
Cable Prone Bench Hamstring Curl,Novice,Hamstrings,Cable,1.0,Bench (Flat),1.0,Lower Body,Pull,Bodybuilding
Bodyweight Bulgarian Split Squat Jump,Intermediate,Quadriceps,Bodyweight,1.0,Bench (Flat),1.0,Lower Body,Push,Plyometric
Cable Standing Single Leg Hamstring Curl,Novice,Hamstrings,Cable,1.0,,0.0,Lower Body,Pull,Bodybuilding
Bodyweight Nordic Hamstring Curl,Advanced,Hamstrings,Bodyweight,1.0,,0.0,Lower Body,Pull,Unsorted*
Superband Assisted Pistol Squat,Intermediate,Quadriceps,Superband,1.0,,0.0,Lower Body,Push,Balance
Slider Double Kettlebell Bottoms Up Front Rack Reverse Lunge,Intermediate,Quadriceps,Sliders,1.0,Kettlebell,2.0,Lower Body,Push,Bodybuilding
Double Dumbbell Front Rack Squat,Novice,Quadriceps,Dumbbell,2.0,,0.0,Lower Body,Push,Bodybuilding
Double Dumbbell Suitcase Walking Lunge,Novice,Quadriceps,Dumbbell,2.0,,0.0,Lower Body,Push,Bodybuilding
Barbell Back Rack Walking Lunge,Intermediate,Quadriceps,Barbell,2.0,,0.0,Lower Body,Push,Bodybuilding
Bodyweight Box Pistol Squat,Novice,Quadriceps,Bodyweight,1.0,Plyo Box,1.0,Lower Body,Push,Calisthenics
Barbell Overhead Squat,Intermediate,Quadriceps,Barbell,2.0,,0.0,Lower Body,Push,Unsorted*
Slider Double Kettlebell Bottoms Up Overhead Reverse Lunge,Advanced,Quadriceps,Sliders,1.0,Kettlebell,2.0,Lower Body,Push,Bodybuilding
Landmine Goblet Squat,Novice,Quadriceps,Landmine,1.0,,0.0,Lower Body,Push,Bodybuilding
Stability Ball Hamstring Curl,Novice,Hamstrings,Stability Ball,1.0,,0.0,Lower Body,Pull,Unsorted*
Slider Hamstring Curl,Novice,Hamstrings,Sliders,2.0,,0.0,Lower Body,Pull,Unsorted*
Bodyweight Hamstring Walkout,Novice,Hamstrings,Bodyweight,1.0,,0.0,Lower Body,Unsorted*,Unsorted*
Slider Dumbbell Goblet Reverse Lunge,Novice,Quadriceps,Sliders,1.0,Dumbbell,1.0,Lower Body,Push,Bodybuilding
Bodyweight Dragon Squat,Expert,Quadriceps,Bodyweight,1.0,,0.0,Lower Body,Push,Calisthenics
Single Arm Dumbbell Front Rack Ipsilateral Cossack Squat to Overhead Press,Intermediate,Shoulders,Dumbbell,1.0,,0.0,Full Body,Push,Bodybuilding
Stability Ball Single Leg Hamstring Curl,Intermediate,Hamstrings,Stability Ball,1.0,,0.0,Lower Body,Pull,Bodybuilding
Barbell Single Leg Romanian Deadlift,Intermediate,Hamstrings,Barbell,1.0,,0.0,Lower Body,Pull,Bodybuilding
Double Dumbbell Suitcase Lateral Lunge,Novice,Quadriceps,Dumbbell,2.0,,0.0,Lower Body,Unsorted*,Unsorted*
Barbell Zombie Walking Lunge,Advanced,Quadriceps,Barbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Barbell Overhead Walking Lunge,Expert,Quadriceps,Barbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Barbell Squat Clean,Expert,Quadriceps,Barbell,1.0,,0.0,Full Body,Unsorted*,Olympic Weightlifting
Single Arm Landmine Split Clean to Split Jerk,Expert,Shoulders,Landmine,1.0,,0.0,Full Body,Unsorted*,Unsorted*
Single Arm Landmine Hack Squat,Intermediate,Quadriceps,Landmine,1.0,,0.0,Lower Body,Push,Bodybuilding
Double Indian Club Lateral Arm Circles,Novice,Shoulders,Indian Club,2.0,,0.0,Upper Body,Other,Mobility
Resistance Band Shoulder Dislocates,Novice,Shoulders,Resistance Band,1.0,,0.0,Upper Body,Unsorted*,Mobility
Suspension Reverse Grip Bicep Curl,Novice,Forearms,Suspension Trainer,1.0,,0.0,Upper Body,Pull,Unsorted*
Cable Straight Bar Reverse Grip Bicep Curl,Novice,Forearms,Cable,1.0,,0.0,Upper Body,Pull,Bodybuilding
Single Arm Cable Reverse Grip Bicep Curl,Novice,Forearms,Cable,1.0,,0.0,Upper Body,Pull,Bodybuilding
Bar Eccentric Chin Up,Novice,Biceps,Pull Up Bar,1.0,,0.0,Upper Body,Pull,Calisthenics
Bar Eccentric Pull Up,Novice,Back,Pull Up Bar,1.0,,0.0,Upper Body,Pull,Calisthenics
Landmine Half Kneeling Oblique Twist,Intermediate,Abdominals,Landmine,1.0,,0.0,Midsection,Other,Unsorted*
Single Arm Bar Dead Hang,Novice,Back,Pull Up Bar,1.0,,0.0,Upper Body,Other,Calisthenics
Single Arm Kettlebell Tall Kneeling Overhead Press,Novice,Shoulders,Kettlebell,1.0,,0.0,Upper Body,Push,Bodybuilding
Alternating Double Kettlebell Tall Kneeling Overhead Press,Novice,Shoulders,Kettlebell,2.0,,0.0,Upper Body,Push,Bodybuilding
Alternating Double Kettlebell Half Kneeling Overhead Press,Novice,Shoulders,Kettlebell,2.0,,0.0,Upper Body,Push,Bodybuilding
Stability Ball Single Arm Forearm Plank,Expert,Abdominals,Stability Ball,1.0,,0.0,Midsection,Other,Unsorted*
Stability Ball Feet Elevated Single Arm Forearm Plank,Expert,Abdominals,Stability Ball,1.0,,0.0,Midsection,Other,Unsorted*
Landmine Zercher Skater Squat,Intermediate,Quadriceps,Landmine,1.0,,0.0,Lower Body,Push,Balance
Single Arm Landmine Front Rack Contralateral Reverse Lunge to Shoulder Press,Intermediate,Shoulders,Landmine,1.0,,0.0,Full Body,Push,Unsorted*
Landmine Thruster,Novice,Quadriceps,Landmine,1.0,,0.0,Full Body,Push,Bodybuilding
Landmine Romanian Deadlift,Novice,Hamstrings,Landmine,1.0,,0.0,Lower Body,Unsorted*,Bodybuilding
Landmine Single Leg Romanian Deadlift,Intermediate,Hamstrings,Landmine,1.0,,0.0,Lower Body,Unsorted*,Bodybuilding
Landmine Tall Kneeling Oblique Twist,Intermediate,Abdominals,Landmine,1.0,,0.0,Midsection,Other,Unsorted*
Landmine Feet Elevated Russian Twist,Intermediate,Abdominals,Landmine,1.0,,0.0,Midsection,Other,Unsorted*
Single Arm Landmine Thruster,Intermediate,Quadriceps,Landmine,1.0,,0.0,Full Body,Push,Bodybuilding
Double Kettlebell Tall Kneeling Seesaw Overhead Press,Novice,Shoulders,Kettlebell,2.0,,0.0,Upper Body,Push,Bodybuilding
Single Arm Kettlebell Arm Bar,Novice,Shoulders,Kettlebell,1.0,,0.0,Upper Body,Other,Mobility
Barbell Power Clean to Overhead Press,Expert,Shoulders,Barbell,1.0,,0.0,Full Body,Push & Pull,Olympic Weightlifting
Single Arm Suspension Mid Row,Novice,Back,Suspension Trainer,1.0,,0.0,Upper Body,Pull,Bodybuilding
Landmine Zercher Curtsy Lunge,Intermediate,Quadriceps,Landmine,1.0,,0.0,Lower Body,Push,Bodybuilding
Barbell Back Rack Alternating Cossack Squat,Intermediate,Quadriceps,Barbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Barbell Front Rack Alternating Cossack Squat,Intermediate,Quadriceps,Barbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Slider Double Kettlebell Overhead Lateral Lunge,Intermediate,Quadriceps,Sliders,1.0,Kettlebell,2.0,Lower Body,Other,Bodybuilding
Dumbbell Goblet Alternating Cossack Squat,Novice,Quadriceps,Dumbbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Bodyweight Alternating Cossack Squat,Beginner,Quadriceps,Bodyweight,1.0,,0.0,Lower Body,Push,Bodybuilding
Bodyweight Knee Over Toe Split Squat,Beginner,Quadriceps,Bodyweight,1.0,,0.0,Lower Body,Push,Bodybuilding
Barbell Back Rack Knee Over Toe Split Squat,Intermediate,Quadriceps,Barbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Barbell Front Rack Knee Over Toe Split Squat,Intermediate,Quadriceps,Barbell,1.0,,0.0,Lower Body,Push,Bodybuilding
Barbell Overhead Knee Over Toe Split Squat,Advanced,Quadriceps,Barbell,1.0,,0.0,Lower Body,Push,Bodybuilding
EZ Bar Incline Bench Lying Tricep Extension,Novice,Triceps,EZ Bar,1.0,Bench (Incline),1.0,Upper Body,Push,Bodybuilding
EZ Bar Skull Crusher,Novice,Triceps,EZ Bar,1.0,Bench (Flat),1.0,Upper Body,Push,Bodybuilding
Slider Knee Tuck,Novice,Abdominals,Sliders,2.0,,0.0,Midsection,Other,Unsorted*
EZ Bar Incline Bench Skull Crusher,Novice,Triceps,EZ Bar,1.0,Bench (Incline),1.0,Upper Body,Push,Bodybuilding
EZ Bar Decline Bench Skull Crusher,Novice,Triceps,EZ Bar,1.0,Bench (Decline),1.0,Upper Body,Push,Bodybuilding
EZ Bar Front Raise,Novice,Shoulders,EZ Bar,1.0,,0.0,Upper Body,Push,Bodybuilding
Suspension Pike,Intermediate,Abdominals,Suspension Trainer,1.0,,0.0,Midsection,Other,Unsorted*
Suspension Side Plank Reach Through,Advanced,Abdominals,Suspension Trainer,1.0,,0.0,Midsection,Other,Unsorted*
Bodyweight Cocoon Crunch,Intermediate,Abdominals,Bodyweight,1.0,,0.0,Midsection,Other,Unsorted*
Ab Wheel Standing Rollout,Advanced,Abdominals,Ab Wheel,1.0,,0.0,Midsection,Other,Unsorted*
Cable Fire Hydrant,Novice,Glutes,Cable,1.0,,0.0,Lower Body,Other,Bodybuilding
Cable Tall Kneeling Pull Through,Novice,Glutes,Cable,1.0,,0.0,Lower Body,Unsorted*,Bodybuilding
Stability Ball Bent Knee Reverse Hyperextension,Novice,Glutes,Stability Ball,1.0,,0.0,Lower Body,Unsorted*,Bodybuilding
Bodyweight Bench Bent Knee Reverse Hyperextension,Novice,Glutes,Bodyweight,1.0,Bench (Flat),1.0,Lower Body,Unsorted*,Bodybuilding
Parallette Tuck L Sit,Intermediate,Abdominals,Parallette Bars,2.0,,0.0,Midsection,Other,Calisthenics
EZ Bar Close Grip Bicep Curl,Novice,Biceps,EZ Bar,1.0,,0.0,Upper Body,Pull,Bodybuilding
EZ Bar Overhead Press,Novice,Shoulders,EZ Bar,1.0,,0.0,Upper Body,Push,Bodybuilding
Parallette Single Leg L Sit,Intermediate,Abdominals,Parallette Bars,2.0,,0.0,Midsection,Other,Calisthenics
Stability Ball Bottoms Up,Intermediate,Abdominals,Stability Ball,1.0,,0.0,Midsection,Other,Unsorted*
Stability Ball Windshield Wiper,Novice,Abdominals,Stability Ball,1.0,,0.0,Midsection,Other,Unsorted*
Stability Ball Tall Kneeling Balance,Intermediate,Abdominals,Stability Ball,1.0,,0.0,Midsection,Other,Balance
Stability Ball Oblique Crunch,Beginner,Abdominals,Stability Ball,1.0,,0.0,Midsection,Other,Unsorted*
Stability Ball Forearm Plank,Novice,Abdominals,Stability Ball,1.0,,0.0,Midsection,Other,Unsorted*
Slider Double Kettlebell Suitcase Lateral Lunge,Novice,Quadriceps,Sliders,1.0,Kettlebell,2.0,Lower Body,Other,Bodybuilding
Slider Kettlebell Horn Grip Lateral Lunge,Novice,Quadriceps,Sliders,1.0,Kettlebell,1.0,Lower Body,Other,Bodybuilding
Single Arm Dumbbell Turkish Sit Up,Intermediate,Abdominals,Dumbbell,1.0,,0.0,Midsection,Other,Unsorted*
Single Arm Landmine Turkish Sit Up,Intermediate,Abdominals,Landmine,1.0,,0.0,Midsection,Other,Unsorted*
Double Kettlebell Front Rack Cyclist Squat,Novice,Quadriceps,Kettlebell,2.0,Slant Board,1.0,Lower Body,Push,Bodybuilding
Double Dumbbell Turkish Sit Up,Intermediate,Abdominals,Dumbbell,2.0,,0.0,Midsection,Other,Unsorted*
Single Arm Kettlebell Front Rack Cyclist Squat,Novice,Quadriceps,Kettlebell,1.0,Slant Board,1.0,Lower Body,Push,Bodybuilding
Single Arm Kettlebell Overhead Cyclist Squat,Intermediate,Quadriceps,Kettlebell,1.0,Slant Board,1.0,Lower Body,Push,Bodybuilding
Double Dumbbell Front Rack Alternating Cossack Squat,Novice,Quadriceps,Dumbbell,2.0,,0.0,Lower Body,Push,Bodybuilding
Kettlebell Horn Grip Cyclist Squat,Novice,Quadriceps,Kettlebell,1.0,Slant Board,1.0,Lower Body,Push,Bodybuilding
Kettlebell Bottoms Up Horn Grip Cyclist Squat,Novice,Quadriceps,Kettlebell,1.0,Slant Board,1.0,Lower Body,Push,Bodybuilding
Single Arm Kettlebell Bottoms Up Front Rack Cyclist Squat,Intermediate,Quadriceps,Kettlebell,1.0,Slant Board,1.0,Lower Body,Push,Bodybuilding
Double Kettlebell Overhead Cyclist Squat,Intermediate,Quadriceps,Kettlebell,2.0,Slant Board,1.0,Lower Body,Push,Bodybuilding
Double Kettlebell Bottoms Up Overhead Cyclist Squat,Advanced,Quadriceps,Kettlebell,2.0,Slant Board,1.0,Lower Body,Push,Bodybuilding
Double Kettlebell Bottoms Up Front Rack Cyclist Squat,Intermediate,Quadriceps,Kettlebell,2.0,Slant Board,1.0,Lower Body,Push,Bodybuilding
Single Arm Kettlebell Bottoms Up Overhead Cyclist Squat,Advanced,Quadriceps,Kettlebell,1.0,Slant Board,1.0,Lower Body,Push,Bodybuilding
EZ Bar Seated Overhead Press,Novice,Shoulders,EZ Bar,1.0,Bench (Flat),1.0,Upper Body,Push,Bodybuilding
EZ Bar Tall Kneeling Overhead Tricep Extension,Novice,Triceps,EZ Bar,1.0,,0.0,Upper Body,Push,Bodybuilding
EZ Bar Reverse Grip Overhead Press,Novice,Shoulders,EZ Bar,1.0,,0.0,Upper Body,Push,Bodybuilding
Double Dumbbell Suitcase Knee Over Toe Split Squat,Novice,Quadriceps,Dumbbell,2.0,,0.0,Lower Body,Push,Bodybuilding
EZ Bar Reverse Grip Seated Overhead Press,Novice,Shoulders,EZ Bar,1.0,Bench (Flat),1.0,Upper Body,Push,Bodybuilding
EZ Bar Close Grip Bench Press,Novice,Triceps,EZ Bar,1.0,Bench (Flat),1.0,Upper Body,Push,Bodybuilding
EZ Bar Close Grip Incline Bench Press,Novice,Triceps,EZ Bar,1.0,Bench (Incline),1.0,Upper Body,Push,Bodybuilding
EZ Bar Close Grip Decline Bench Press,Novice,Triceps,EZ Bar,1.0,Bench (Decline),1.0,Upper Body,Push,Bodybuilding
Cable Half Kneeling Pallof Press,Novice,Abdominals,Cable,1.0,,0.0,Midsection,Unsorted*,Unsorted*
Single Arm Kettlebell Cyclist Thruster,Novice,Quadriceps,Kettlebell,1.0,Slant Board,1.0,Full Body,Push,Bodybuilding
Double Kettlebell Cyclist Thruster,Novice,Quadriceps,Kettlebell,2.0,Slant Board,1.0,Full Body,Push,Bodybuilding
Alternating Double Kettlebell Cyclist Thruster,Novice,Quadriceps,Kettlebell,2.0,Slant Board,1.0,Full Body,Push,Bodybuilding
Single Arm Kettlebell Bottoms Up Cyclist Thruster,Intermediate,Quadriceps,Kettlebell,1.0,Slant Board,1.0,Full Body,Push,Bodybuilding
Double Kettlebell Bottoms Up Cyclist Thruster,Intermediate,Quadriceps,Kettlebell,2.0,Slant Board,1.0,Full Body,Push,Bodybuilding
Alternating Double Kettlebell Bottoms Up Cyclist Thruster,Intermediate,Quadriceps,Kettlebell,2.0,Slant Board,1.0,Full Body,Push,Bodybuilding
Barbell Kneeling Rollout,Intermediate,Abdominals,Barbell,1.0,,0.0,Midsection,Other,Unsorted*
Barbell Reverse Grip Overhead Press,Novice,Shoulders,Barbell,1.0,,0.0,Upper Body,Push,Bodybuilding
Barbell Seated Reverse Grip Overhead Press,Novice,Shoulders,Barbell,1.0,Bench (Flat),1.0,Upper Body,Push,Bodybuilding
Cable Tall Kneeling Pallof Press,Novice,Abdominals,Cable,1.0,,0.0,Midsection,Other,Unsorted*
Tire Sledge Hammer Staggered Stance Slam,Novice,Abdominals,Tire,1.0,Sledge Hammer,1.0,Upper Body,Other,Ballistics
Tire Macebell Staggered Stance Slam,Novice,Abdominals,Tire,1.0,Macebell,1.0,Upper Body,Other,Ballistics
Barbell Hang Power Clean,Intermediate,Glutes,Barbell,1.0,,0.0,Full Body,Unsorted*,Olympic Weightlifting
Landmine Goblet Alternating Cossack Squat,Intermediate,Quadriceps,Landmine,1.0,,0.0,Lower Body,Push,Bodybuilding
Landmine Low Hold Alternating Cossack Squat,Intermediate,Quadriceps,Landmine,1.0,,0.0,Lower Body,Push,Bodybuilding
Bodyweight Push Up,Novice,Chest,Bodyweight,1.0,,0.0,Upper Body,Push,Calisthenics
Barbell Close Grip Incline Bench Press,Novice,Triceps,Barbell,1.0,Bench (Incline),1.0,Upper Body,Push,Bodybuilding
Barbell Close Grip Decline Bench Press,Novice,Triceps,Barbell,1.0,Bench (Decline),1.0,Upper Body,Push,Bodybuilding
